alpine skiing,cross-country skiing,ski touring,ice-skating,sleigh riding,hiking,relaxing,shopping,sight-seeing,museums,pool/sauna
0,0,0,0,0,0,1,0,0,1,1
0,0,0,0,0,1,1,1,1,0,0
0,0,0,0,0,0,1,0,1,1,0
1,0,0,0,0,1,1,0,0,0,0
1,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1
0,0,0,0,0,0,1,1,1,1,0
0,0,0,0,0,0,1,1,1,1,1
0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,1,1,0,1,0,0
0,0,0,0,0,0,1,1,1,1,0
0,0,0,0,0,0,1,1,1,1,1
0,0,0,0,0,0,1,1,1,1,1
0,0,1,0,0,0,1,1,0,0,0
0,0,0,0,0,0,1,1,1,1,1
0,0,0,0,0,1,0,1,1,1,0
0,0,0,0,0,0,1,1,1,1,0
0,0,0,0,0,0,1,1,1,1,1
0,0,0,0,0,0,1,1,1,1,1
0,0,0,0,0,0,1,1,1,1,0
0,0,0,0,0,0,1,1,1,1,1
0,0,0,0,0,0,1,1,1,1,0
0,0,0,0,0,0,1,1,1,1,1
0,0,0,0,0,1,1,0,1,1,1
0,0,0,0,0,0,1,0,1,1,1
0,0,0,0,0,0,1,1,1,1,1
0,0,0,0,0,0,1,1,1,1,1
0,0,0,0,0,0,1,1,1,1,1
0,0,0,0,0,0,1,1,1,1,1
0,0,0,0,0,0,1,1,1,1,1
0,0,0,0,0,0,1,1,1,1,1
0,0,0,0,0,0,1,1,1,1,1
0,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,1,1,1,1,0
0,0,0,0,0,0,1,1,1,1,0
0,0,0,0,0,0,1,1,1,1,0
0,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,1,1,0,1,1,0
0,0,0,0,0,0,0,1,1,1,0
0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,1,1,1,1,0,0
0,0,0,0,0,0,1,1,1,1,0
0,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,1,1,1,1,0
0,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,1,1,1,1,1
0,0,0,0,0,0,1,1,1,1,0
0,1,0,0,0,0,1,1,1,0,0
0,0,0,0,0,1,1,1,0,0,0
0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,0,1,1,0,1,0,1
0,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,1,0,1,1,0
1,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,1,1,1,1,0
0,0,0,0,0,0,1,1,1,1,1
0,0,0,0,0,0,1,1,1,1,0
0,0,0,0,0,1,1,1,1,1,1
0,0,0,0,0,1,0,1,1,1,0
0,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,1,1,1,1,0
0,0,0,0,0,0,1,1,1,1,0
0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,1,1,1,1,0
0,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,1,1,1,0
0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,1,0,0,1,1,0
0,0,0,0,0,1,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,0,1,0,0
0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,1,1,1,1,0
0,0,0,0,0,0,1,1,1,1,1
0,0,0,0,0,0,1,0,1,0,1
0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,1,0,1,1,1,1
0,0,0,0,0,0,0,1,1,1,0
0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,1,1,0,1,1,0
0,0,0,0,0,1,1,1,1,0,0
0,0,0,0,0,1,1,0,1,0,0
0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,1,1,0,1,1,1
0,0,0,0,0,1,1,0,1,1,0
0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,1,1,1,0
0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,1,1,0,0
0,0,0,0,0,1,1,0,1,0,1
0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,1,0,1,0,1
0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,1,1,1,1,1,1
0,0,0,0,0,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,1,1,0,1,0,1
0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,1,0,1,1,0,1
0,0,0,0,0,0,1,1,0,0,0
0,0,0,1,0,1,1,0,1,0,1
0,0,0,0,0,0,1,1,1,1,1
0,0,0,0,0,0,0,1,1,1,0
0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,1,1,1,0,1
0,0,0,0,0,1,0,1,1,0,0
0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,1,1,1,1,0
1,0,0,0,0,0,1,1,1,1,1
1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,1,0,1,0,0
1,0,0,0,1,0,0,0,0,0,1
1,0,0,0,1,0,1,0,0,0,1
1,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,0,0,1
1,1,0,0,0,0,1,0,0,0,1
1,0,0,0,0,1,1,1,0,0,1
1,0,0,0,0,0,1,1,1,0,1
0,0,0,0,0,0,1,1,1,0,1
0,0,0,0,0,0,1,0,1,1,1
0,0,0,0,0,0,1,1,1,1,0
1,0,0,0,1,0,1,1,1,0,1
0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,0,0,1,1,0
1,1,0,0,0,1,1,1,0,0,1
0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1
1,1,0,0,1,1,1,0,1,0,1
1,0,0,0,0,1,1,1,1,0,0
1,0,0,0,1,1,0,1,1,0,0
1,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,1,1,1,0,1
1,0,0,0,0,0,1,1,0,0,0
0,0,0,0,1,0,1,1,0,0,1
1,1,0,1,0,1,0,1,1,1,1
0,1,0,0,0,0,1,1,0,0,0
1,1,0,0,0,1,1,1,0,0,1
1,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,1,1,0,0,1
1,0,0,0,1,0,1,1,0,0,1
0,1,0,0,0,1,1,1,0,0,0
1,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,0,1,1,0,0,0
1,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,1,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1,0,1,0,0,0,0
1,0,0,0,0,1,1,1,0,0,1
1,1,0,0,1,0,1,0,0,0,1
1,1,0,0,1,0,1,0,0,0,1
1,1,0,0,0,0,1,1,1,1,1
1,0,0,0,0,0,1,1,1,0,0
1,0,0,0,0,0,0,1,0,1,0
1,0,0,0,0,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,1,1,1,0,1
0,0,0,0,1,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,1,1,0,0,1
1,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,1,1,0,1,0,1
1,0,0,0,1,0,0,1,0,0,0
1,0,0,0,0,0,1,1,0,0,0
1,0,0,1,0,0,0,1,1,1,1
1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1,1,1,1,0,0,0
1,0,0,0,0,1,0,1,0,0,1
1,0,0,0,0,0,1,1,1,0,1
0,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,0,1,1,1,0,1
0,1,0,0,0,0,1,1,0,0,1
0,0,0,0,0,0,1,1,1,0,0
1,0,0,1,1,1,1,1,1,1,1
1,0,0,0,0,0,1,1,0,0,1
1,1,0,1,1,0,1,1,1,0,0
1,0,0,0,0,0,1,1,0,0,0
0,0,0,0,1,1,1,1,1,0,1
1,0,0,1,1,1,0,1,0,0,1
1,0,0,1,1,0,1,1,0,0,0
1,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,1,1,0,0,1
1,1,0,0,0,1,1,1,0,0,1
1,0,0,0,1,1,1,1,0,0,1
1,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,1,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0
0,1,0,0,1,1,1,1,0,0,0
1,0,0,0,0,1,0,0,0,0,1
1,0,0,0,1,0,1,0,0,0,1
0,0,0,0,0,0,1,1,0,0,1
1,0,0,0,1,0,1,1,0,0,1
0,0,0,0,0,0,1,1,1,0,0
1,0,0,0,1,0,0,1,0,0,1
1,1,0,0,0,0,1,1,1,0,1
1,0,0,0,1,0,1,0,0,0,1
0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,1,1,1,1,0,0,0
1,0,0,0,0,0,1,1,1,0,1
1,0,0,0,1,1,1,0,0,0,1
1,0,0,0,0,1,1,0,0,0,1
1,0,0,0,0,0,1,1,1,1,1
1,0,0,0,0,0,1,0,0,0,1
1,1,0,0,0,0,1,0,0,0,1
1,1,0,0,0,1,0,0,0,0,1
1,0,0,0,1,0,1,0,0,0,0
1,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,1,1,1,0,0,0
1,1,0,0,0,1,0,0,0,0,0
1,0,0,0,0,1,0,1,0,0,0
0,1,0,0,1,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,1,1,1,0,0,1
1,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,1
1,1,0,0,0,0,1,1,1,0,0
1,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,1,1,1,0,0,1
0,0,0,0,0,1,1,1,0,0,1
1,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,0,1,1,1,0,1
1,1,0,0,1,1,1,0,0,0,1
0,1,0,0,0,1,1,1,0,0,1
0,0,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,1,1,0,0,0
1,1,0,1,1,0,0,1,0,0,1
1,0,0,0,1,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1
0,1,0,0,1,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,1,0,0,1
1,0,0,1,1,0,1,1,0,0,0
0,0,0,0,0,1,1,0,1,0,0
1,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,1,1,1,0
1,1,0,0,1,1,1,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,1,1,0,0,1
1,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,1,1,1,0,1
1,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,1,0,0,1,0,0
1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,1,1,1,0,0
1,0,0,0,1,1,1,1,1,1,1
0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,1,1,1,1,1,1
1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,1,1,0,0,0
0,0,0,0,1,1,1,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,1
1,0,0,0,0,0,0,1,1,0,0
1,0,0,0,0,1,1,1,0,0,1
1,0,0,1,1,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,1,1,0,0,1
1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1,1,0,0,0,0,0
1,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,1,1,1,1,1,0
1,0,1,0,1,1,1,0,0,0,1
1,1,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,1,1,0,0,0,1
1,0,0,0,0,0,1,1,0,1,0
0,0,0,0,0,1,1,1,0,0,1
0,0,0,0,0,1,1,1,0,0,0
1,0,0,0,1,0,1,1,0,0,1
0,0,0,0,0,1,1,1,1,0,1
0,0,0,0,0,0,1,1,1,0,1
0,0,0,0,0,0,1,0,0,1,1
0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,1,1,1,1,0,0
1,0,0,0,0,1,1,1,0,0,1
1,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,1,0,1,0,0,0,1
1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,1,1,1,0,1
1,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,1,0,1,0,0,1
0,0,0,0,0,1,1,1,1,0,1
0,0,0,0,0,1,1,0,0,0,1
1,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,1,1,1,1,1,1
0,0,0,0,0,1,1,1,1,1,1
0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,1,1,1,1,1,1
0,0,0,0,0,1,1,1,1,1,1
0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,0,1,1,0,1,1,1
0,0,0,0,0,1,1,1,1,0,0
0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,1,1,1,1,0,0
0,0,0,0,0,1,1,0,1,0,0
0,0,0,0,0,0,1,1,1,0,1
0,0,0,0,0,0,1,1,1,0,0
1,0,0,0,0,1,1,1,1,0,0
0,0,0,0,0,1,1,1,0,0,1
0,0,0,0,0,0,1,1,1,1,0
1,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,1,1,1,1,0,0
0,0,0,0,0,1,0,1,1,0,0
0,0,0,0,0,1,0,1,1,1,0
1,0,0,0,0,0,1,1,1,1,0
0,0,0,0,0,1,1,1,1,1,0
1,1,0,0,1,1,1,0,1,0,0
1,0,0,0,0,0,1,1,1,0,0
1,0,0,0,1,0,0,1,0,0,1
1,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,1,0,0,1,0,1
0,0,0,0,0,1,1,0,1,0,0
1,0,0,0,0,1,1,1,1,1,0
1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,1,0,1,0,0,0,0
1,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,1,1,0,0,0
1,1,0,0,1,1,1,0,0,0,1
0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,1,1,0,0,1
0,0,0,0,0,1,1,1,1,0,0
0,0,0,0,0,1,1,1,1,0,0
0,0,0,0,0,1,1,0,1,0,1
0,0,0,0,0,1,1,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,1,1,1,1,0,1
0,0,0,0,0,1,1,1,1,0,1
0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,1,1,1,0,0,1
0,0,0,0,0,1,0,0,1,0,1
0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,1,1,1,0,1
0,0,0,0,0,1,1,1,1,0,1
0,0,0,0,1,0,1,1,1,1,0
0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,1,0,1,1,0,1
0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,1,0,1,1,1,0,0
0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,1,1,1,1,0
0,0,0,0,0,1,1,1,1,0,0
0,0,0,0,0,1,1,1,0,0,0
0,0,0,0,0,1,1,1,1,0,1
0,0,0,0,0,1,1,1,0,0,1
0,0,0,0,0,1,1,1,0,0,0
0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,1,1,0,1,0,0
0,1,0,1,0,0,1,0,1,0,1
0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,1,1,0,1,0,0
0,0,0,0,0,1,0,0,0,0,1
0,1,0,0,1,0,1,1,1,0,1
0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,1,1,1,1,0,1
0,0,0,0,0,1,1,0,1,0,0
0,0,0,0,0,0,1,0,1,1,1
0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,1,1,0,1
0,0,0,0,0,1,0,1,1,1,0
0,0,0,0,0,1,1,0,1,0,0
0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,0,1,0,1,1,0,0
0,0,0,0,0,1,1,0,1,1,1
0,0,0,0,0,1,1,0,1,1,0
0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,1,1,1,1,0
0,0,0,0,0,0,0,1,1,1,0
0,0,0,0,0,0,1,1,1,1,0
0,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,1,1,1,1,1,1
0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,0,1,0,0,1,1,0
0,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,1,1,1,1,0
0,0,0,0,0,1,1,0,1,1,1
0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,1,1,1,1,0
0,0,0,0,0,1,1,1,0,0,1
0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,1,0,1,1,0
0,0,0,0,0,1,1,1,1,1,1
0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,1,1,1,1,1,1
0,0,0,0,0,1,1,1,0,0,1
0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,1,1,0,0,1
0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,1,1,1,0,1,0
0,0,0,0,0,0,1,1,1,1,0
0,0,0,0,0,0,0,1,1,0,1
0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,1,1,1,1,1,1
0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,0,0,1,1,1,1,0
1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,1,1,1,0
1,0,0,0,0,1,1,1,0,0,1
0,0,0,0,0,1,1,0,1,1,1
0,0,0,0,0,1,0,1,1,1,1
0,0,0,0,0,0,1,1,1,0,0
0,1,0,0,1,1,1,0,1,1,1
1,0,0,0,1,0,1,1,1,0,1
1,0,0,0,0,1,0,1,1,1,1
1,0,0,0,1,0,1,1,0,0,1
1,0,0,0,0,0,1,1,0,0,1
1,0,0,0,1,0,1,1,1,0,1
1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,1,1,0,1
1,0,0,0,0,0,1,0,1,0,0
1,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,1,1,1,0,0,1
1,0,0,0,1,0,1,0,1,0,1
1,0,0,0,0,0,1,1,0,0,1
0,1,0,0,0,0,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,1,0,0,1
1,0,0,0,1,0,1,0,1,0,1
1,0,0,0,1,0,1,1,1,0,0
1,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,1,1,1,1,1
1,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,0,0
1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,1,0,0,1,1,0
1,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,1,0,0
1,1,0,0,1,0,1,1,0,0,1
1,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,1,0,0,0,0
1,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,0,1,1,1,0,1
0,0,0,0,0,1,1,0,1,0,1
0,1,0,0,1,1,1,1,1,0,1
1,1,0,0,0,1,1,1,1,0,0
1,1,0,0,1,1,1,1,1,1,1
1,0,0,0,1,1,1,1,1,0,1
1,1,0,0,0,1,0,1,1,0,0
0,0,0,0,0,0,1,1,0,0,0
0,1,0,0,1,1,1,1,1,0,1
0,0,0,0,1,0,1,1,0,0,0
1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,1,1,1,0,0
1,1,0,0,1,1,1,1,1,1,0
1,0,0,0,0,0,1,0,0,0,0
0,1,0,1,1,1,1,1,1,0,1
1,0,0,0,0,0,1,1,0,0,1
1,1,0,0,0,0,1,1,0,0,1
1,0,0,0,0,1,1,1,0,0,1
1,0,0,0,0,0,1,1,0,0,0
0,1,0,0,1,1,1,1,1,0,0
1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0
1,1,0,1,0,1,1,1,1,0,1
0,0,0,0,0,1,1,1,1,0,0
0,0,0,0,0,0,1,0,0,0,0
1,0,0,1,0,0,0,1,1,1,1
1,0,0,0,1,0,1,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0
1,1,1,0,0,1,1,1,0,0,0
1,0,0,0,1,0,1,1,1,0,1
1,0,0,0,0,0,1,0,0,0,1
1,1,0,0,0,0,1,1,0,0,0
0,1,0,0,0,1,1,0,0,0,1
1,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,1,1,0,0,1
1,1,0,0,0,1,1,1,1,1,1
1,1,0,1,1,0,1,1,1,1,1
1,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,1,1,1,1,1,1
1,0,1,0,0,1,1,1,0,0,1
1,0,0,0,0,1,1,1,1,0,1
0,1,0,0,0,0,1,1,1,0,1
1,0,0,0,1,0,1,0,0,0,0
1,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,1,0,0,0,1
1,0,0,0,1,0,1,1,1,0,1
1,1,0,0,0,0,1,1,0,0,1
1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,1,1,1,0,0
0,1,0,0,0,0,1,1,0,0,0
0,1,0,0,1,1,1,1,1,0,1
1,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,1,1,0,0,0,0
1,0,0,0,1,1,1,0,1,0,1
1,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,0,0,0,1,0
1,0,0,0,1,1,1,0,1,0,1
1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1
1,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,1,1,0,0,1
0,0,1,0,0,1,1,0,1,0,1
1,0,0,0,1,1,1,1,0,0,0
1,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,0,1,1,0,0,0
1,1,0,0,0,1,1,1,0,0,1
1,1,1,1,1,1,1,1,0,0,1
0,0,0,1,1,0,1,1,0,0,1
1,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,0,1,1,0,0,0
1,0,0,0,1,0,1,1,1,0,0
1,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,1,1,1,0,0,1
1,0,0,0,0,1,1,1,0,0,1
0,1,0,0,1,1,1,1,1,0,1
1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,1,1,1,0,0,0
1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,1,1,0,0,0
1,0,0,1,1,1,1,1,1,1,1
1,0,0,0,0,0,1,1,1,1,1
1,0,1,1,0,1,1,1,1,0,1
