"Gender","Age","Education","Income","Income2","Occupation","State","Relationship.Status","Obligation","Obligation2","NEP","Vacation.Behaviour"
"Female",26,1,"$60,001 to $90,000","60-90k","home-duties","VIC","married",3.86666666666667,"Q3",3.73333333333333,2.63636363636364
"Male",50,3,"$60,001 to $90,000","60-90k","small business owner","VIC","single",3.4,"Q2",3.06666666666667,2.9375
"Male",31,3,"$120,001 to $150,000",">120k","manager or administrator","ACT","living with a partner",2.96666666666667,"Q1",4.2,2.73333333333333
"Female",60,1,"Less than $30,000","<30k","retired","NSW","married",3.53333333333333,"Q2",3.06666666666667,3.41176470588235
"Female",36,3,"$90,001 to $120,000","90-120k",NA,"QLD","married",3.2,"Q1",3.13333333333333,2.26086956521739
"Male",22,7,NA,NA,"professional","NSW","single",3.66666666666667,"Q2",4,3.04
"Male",59,7,"$150,001 to $180,000",">120k","small business owner","VIC","married",3.53333333333333,"Q2",2.6,3.2962962962963
"Female",31,7,"$210,001 to $240,000",">120k","professional","NSW","married",2.53333333333333,"Q1",2.73333333333333,2.1
"Male",37,7,"$30,001 to $60,000","30-60k","labourer","QLD","married",3.33333333333333,"Q1",2.46666666666667,2.26666666666667
"Female",42,1,"$30,001 to $60,000","30-60k","home-duties","WA","married",3.66666666666667,"Q2",3.6,3
"Male",33,7,"$60,001 to $90,000","60-90k","professional","NSW","married",4.36666666666667,"Q4",3.13333333333333,3.66666666666667
"Male",39,4,"$30,001 to $60,000","30-60k","manager or administrator","VIC","married",3.43333333333333,"Q2",4.2,2.62962962962963
"Male",31,7,"$30,001 to $60,000","30-60k","Clerical or service worker","SA","separated or divorced",4.6,"Q4",4.13333333333333,4.1
"Female",59,2,"$30,001 to $60,000","30-60k",NA,"NSW","married",3.43333333333333,"Q2",2.13333333333333,2.45
"Male",57,7,"$60,001 to $90,000","60-90k","manager or administrator","NSW","separated or divorced",4.96666666666667,"Q4",4.66666666666667,2.5
"Male",41,6,"$30,001 to $60,000","30-60k","tradesperson","QLD","single",3.43333333333333,"Q2",4.2,2.03333333333333
"Male",43,6,"$30,001 to $60,000","30-60k","manager or administrator","WA","married",3.4,"Q2",3.8,3
"Male",33,3,"$60,001 to $90,000","60-90k","labourer","SA","single",3.56666666666667,"Q2",3.93333333333333,3.24
"Male",23,6,"$120,001 to $150,000",">120k","sales","VIC","single",3.73333333333333,"Q2",4,3
"Male",53,6,"$90,001 to $120,000","90-120k","Clerical or service worker","VIC","married",3.93333333333333,"Q3",4.4,2.66666666666667
"Female",65,3,"$30,001 to $60,000","30-60k","retired","NSW","married",4.43333333333333,"Q4",4.13333333333333,3.63636363636364
"Male",48,3,"$30,001 to $60,000","30-60k","home-duties","VIC","married",3.33333333333333,"Q1",3.33333333333333,1.79310344827586
"Female",63,3,"$30,001 to $60,000","30-60k","retired","VIC","married",4.43333333333333,"Q4",3.66666666666667,3.72222222222222
"Female",36,7,"$60,001 to $90,000","60-90k","professional","VIC","married",4.06666666666667,"Q3",4.13333333333333,2.18518518518519
"Female",51,8,"$90,001 to $120,000","90-120k","small business owner","WA","married",3.96666666666667,"Q3",3.6,3.53846153846154
"Male",58,7,"$180,001 to $210,000",">120k","professional","NSW","married",4.7,"Q4",3.2,3.3
"Female",53,4,"Less than $30,000","<30k","Clerical or service worker","QLD","separated or divorced",4.26666666666667,"Q4",4.46666666666667,3.61904761904762
"Male",66,4,"$60,001 to $90,000","60-90k","retired","WA","married",3.66666666666667,"Q2",2.66666666666667,3.03703703703704
"Male",74,4,"$30,001 to $60,000","30-60k","tradesperson","SA","married",2.93333333333333,"Q1",3.46666666666667,1.9
"Female",38,3,"$150,001 to $180,000",">120k","professional","NSW","living with a partner",4.36666666666667,"Q4",4,2.96666666666667
"Male",34,7,"$60,001 to $90,000","60-90k","professional","VIC","married",4.73333333333333,"Q4",3.46666666666667,3.77272727272727
"Male",58,4,"$90,001 to $120,000","90-120k","manager or administrator","NSW","married",3,"Q1",3.13333333333333,2.96666666666667
"Female",40,4,"$30,001 to $60,000","30-60k","small business owner","QLD","married",3.2,"Q1",3.93333333333333,2.23333333333333
"Female",55,4,NA,NA,NA,"NSW","widowed",3.86666666666667,"Q3",4.2,4.23529411764706
"Male",30,4,"$60,001 to $90,000","60-90k","manager or administrator","QLD","living with a partner",4.16666666666667,"Q3",3.8,2.66666666666667
"Male",42,2,"$30,001 to $60,000","30-60k","professional","NSW","married",3.36666666666667,"Q1",4.13333333333333,NA
"Male",58,3,"$30,001 to $60,000","30-60k","professional","NSW","single",4.46666666666667,"Q4",4.53333333333333,3.39130434782609
"Male",35,3,"$60,001 to $90,000","60-90k","manager or administrator","QLD","single",4.26666666666667,"Q4",3.46666666666667,2.66666666666667
"Female",58,1,"$90,001 to $120,000","90-120k","Clerical or service worker","QLD","married",4.33333333333333,"Q4",4,4.1
"Female",70,2,"$60,001 to $90,000","60-90k","professional","VIC","living with a partner",3.93333333333333,"Q3",3.06666666666667,4.5
"Female",60,7,"$60,001 to $90,000","60-90k","manager or administrator","QLD","married",4.53333333333333,"Q4",4.2,4.71428571428571
"Female",32,7,"$120,001 to $150,000",">120k","professional","ACT","single",4.26666666666667,"Q4",3.73333333333333,3.04545454545455
"Male",20,1,"$180,001 to $210,000",">120k","Clerical or service worker","QLD","single",4.5,"Q4",4.13333333333333,3.6
"Male",22,6,"$60,001 to $90,000","60-90k","sales","NSW","single",2.9,"Q1",3.66666666666667,2.86363636363636
"Male",56,7,"$90,001 to $120,000","90-120k","sales","VIC","married",4.1,"Q3",2,3.69230769230769
"Male",62,6,"$90,001 to $120,000","90-120k","tradesperson","VIC","married",4,"Q3",3.2,2.96666666666667
"Female",55,2,"$60,001 to $90,000","60-90k","Clerical or service worker","NSW","married",3.43333333333333,"Q2",3.73333333333333,2.10344827586207
"Male",61,8,"$90,001 to $120,000","90-120k","professional","VIC","married",2.53333333333333,"Q1",3.8,2.68
"Male",56,7,"$180,001 to $210,000",">120k","manager or administrator","Tas","married",4.16666666666667,"Q3",2.8,2.76666666666667
"Female",42,6,"$30,001 to $60,000","30-60k","Clerical or service worker","NSW","single",3.16666666666667,"Q1",4.4,2.35714285714286
"Male",38,8,"Less than $30,000","<30k","unemployed","VIC","married",4.36666666666667,"Q4",3.86666666666667,3
"Male",40,7,"$90,001 to $120,000","90-120k","manager or administrator","NSW","separated or divorced",2.23333333333333,"Q1",2.46666666666667,1.92592592592593
"Male",41,6,"$30,001 to $60,000","30-60k","professional","NSW","married",3.96666666666667,"Q3",4.53333333333333,2.92
"Female",23,3,"$120,001 to $150,000",">120k","manager or administrator","VIC","single",4.06666666666667,"Q3",3.86666666666667,2.65384615384615
"Female",61,3,"$150,001 to $180,000",">120k","professional","VIC","living with a partner",3.16666666666667,"Q1",3.26666666666667,3.8
"Female",44,7,"$90,001 to $120,000","90-120k","professional","QLD","married",1.9,"Q1",4.06666666666667,3.53333333333333
"Female",34,3,"$30,001 to $60,000","30-60k","home-duties","NSW","living with a partner",4.36666666666667,"Q4",3.73333333333333,3.60869565217391
"Female",28,7,"$30,001 to $60,000","30-60k","manager or administrator","QLD","single",2.6,"Q1",2.66666666666667,1.91304347826087
"Male",55,8,"$60,001 to $90,000","60-90k","manager or administrator","VIC","single",4,"Q3",3.6,2.7
"Female",37,2,"$30,001 to $60,000","30-60k","home-duties","QLD","living with a partner",3.1,"Q1",3.66666666666667,3.04761904761905
"Female",58,2,"$60,001 to $90,000","60-90k",NA,"NSW","married",3.9,"Q3",3.4,4
"Male",22,3,"$60,001 to $90,000","60-90k","professional","QLD","living with a partner",4.33333333333333,"Q4",4.26666666666667,2.7
"Male",43,3,"$30,001 to $60,000","30-60k","professional","NSW","married",4.13333333333333,"Q3",3.46666666666667,2.96666666666667
"Male",20,3,"$120,001 to $150,000",">120k","manager or administrator","NSW","single",4.3,"Q4",4.4,3.8125
"Female",61,3,"$30,001 to $60,000","30-60k","manager or administrator","NSW","single",3.26666666666667,"Q1",4.33333333333333,2.76
"Male",56,8,"$30,001 to $60,000","30-60k","manager or administrator","NSW","separated or divorced",2.8,"Q1",2.86666666666667,2.36666666666667
"Female",29,4,"$30,001 to $60,000","30-60k","home-duties","QLD","living with a partner",3.33333333333333,"Q1",3.33333333333333,2.61538461538462
"Male",58,8,"$180,001 to $210,000",">120k","professional","VIC","single",2.73333333333333,"Q1",3.53333333333333,1.83333333333333
"Male",28,7,"$60,001 to $90,000","60-90k","sales","NSW","living with a partner",3.66666666666667,"Q2",3.6,2.85
"Male",25,8,"$120,001 to $150,000",">120k","manager or administrator","NSW","single",3.56666666666667,"Q2",3.2,3.125
"Male",59,2,"Less than $30,000","<30k","unemployed","NSW","married",4.36666666666667,"Q4",3.4,3.1
"Male",33,8,"$30,001 to $60,000","30-60k","manager or administrator","Tas","single",4.03333333333333,"Q3",3.86666666666667,2.33333333333333
"Male",51,3,"$150,001 to $180,000",">120k","professional","NSW","married",3.03333333333333,"Q1",3.8,2.1
"Female",26,1,"Less than $30,000","<30k","sales","VIC","separated or divorced",4.4,"Q4",3.33333333333333,4.07142857142857
"Male",59,NA,NA,NA,NA,"NSW","widowed",3.36666666666667,"Q1",4.6,2.5
"Female",25,3,"$60,001 to $90,000","60-90k","manager or administrator","NT","single",2.7,"Q1",3.6,1.8
"Male",33,6,"$60,001 to $90,000","60-90k","unemployed","VIC","single",3.96666666666667,"Q3",4,NA
"Male",35,7,"$60,001 to $90,000","60-90k","professional","QLD","single",3.7,"Q2",3.8,3.26666666666667
"Male",28,7,"$60,001 to $90,000","60-90k","sales","WA","single",3.16666666666667,"Q1",3.4,2.14814814814815
"Female",21,7,"$60,001 to $90,000","60-90k","Clerical or service worker","QLD","living with a partner",4.16666666666667,"Q3",3.6,2.17857142857143
"Female",57,8,"$210,001 to $240,000",">120k","manager or administrator","NSW","married",3.96666666666667,"Q3",3.66666666666667,3.2962962962963
"Male",35,3,NA,NA,"manager or administrator","SA","married",2.9,"Q1",3,2.26666666666667
"Male",32,4,"$60,001 to $90,000","60-90k","tradesperson","VIC","married",3.33333333333333,"Q1",4.26666666666667,2.96551724137931
"Female",61,1,"Less than $30,000","<30k",NA,"VIC","widowed",4.16666666666667,"Q3",3.66666666666667,3
"Female",19,3,"$90,001 to $120,000","90-120k","Clerical or service worker","VIC","single",1.36666666666667,"Q1",2.4,1.75
"Female",43,1,"Less than $30,000","<30k","Clerical or service worker","VIC","separated or divorced",3.26666666666667,"Q1",3.53333333333333,3
"Male",38,8,"$90,001 to $120,000","90-120k","manager or administrator","NSW","married",3.7,"Q2",3.8,2.47826086956522
"Female",59,2,"$30,001 to $60,000","30-60k","Clerical or service worker","NSW","married",3.7,"Q2",3.93333333333333,3.26666666666667
"Male",66,7,"$60,001 to $90,000","60-90k","small business owner","NSW","separated or divorced",3.7,"Q2",3.33333333333333,2.39285714285714
"Female",55,6,"$60,001 to $90,000","60-90k","manager or administrator","WA","married",3.7,"Q2",3,3.20833333333333
"Male",19,1,"$90,001 to $120,000","90-120k","unemployed","WA","single",3.1,"Q1",4.06666666666667,2.69230769230769
"Male",60,7,"$30,001 to $60,000","30-60k","retired","WA","married",3.26666666666667,"Q1",3.8,3.16666666666667
"Female",26,6,"$30,001 to $60,000","30-60k","home-duties","SA","married",3.93333333333333,"Q3",3.8,3.36363636363636
"Male",55,8,"$90,001 to $120,000","90-120k","manager or administrator","VIC","living with a partner",4.43333333333333,"Q4",4.13333333333333,2.7
"Male",56,7,"$60,001 to $90,000","60-90k","Clerical or service worker","VIC","married",4.3,"Q4",3.26666666666667,2.5
"Female",61,6,"$30,001 to $60,000","30-60k","Clerical or service worker","VIC","married",3.43333333333333,"Q2",3.13333333333333,2.93103448275862
"Male",44,6,"more than $240,001",">120k","home-duties","QLD","married",3.3,"Q1",3.33333333333333,2.63333333333333
"Female",31,1,"$30,001 to $60,000","30-60k","home-duties","QLD","married",3.36666666666667,"Q1",3.33333333333333,2.03448275862069
"Female",42,2,NA,NA,"professional","VIC","single",3.63333333333333,"Q2",4.06666666666667,3.875
"Male",63,1,"$30,001 to $60,000","30-60k","retired","NSW","married",3.46666666666667,"Q2",4.46666666666667,3.03333333333333
"Female",34,7,"$90,001 to $120,000","90-120k","professional","WA","married",3.4,"Q2",3.6,2.73076923076923
"Female",31,3,"$60,001 to $90,000","60-90k","small business owner","NSW","married",3.9,"Q3",4.33333333333333,3.07142857142857
"Male",46,3,"$30,001 to $60,000","30-60k","small business owner","NSW","living with a partner",4.26666666666667,"Q4",4.2,3.125
"Female",21,3,"$60,001 to $90,000","60-90k","unemployed","VIC","single",3.93333333333333,"Q3",4,2.56
"Female",30,3,"Less than $30,000","<30k","unemployed","WA","living with a partner",4.03333333333333,"Q3",3.93333333333333,3.23809523809524
"Male",39,1,"$30,001 to $60,000","30-60k","labourer","VIC","married",4.36666666666667,"Q4",3.93333333333333,3.94444444444444
"Female",19,2,"$30,001 to $60,000","30-60k","sales","QLD","single",3.96666666666667,"Q3",3.73333333333333,3.03846153846154
"Female",23,7,NA,NA,"Clerical or service worker","NSW","single",4.03333333333333,"Q3",3.46666666666667,3.43333333333333
"Male",46,8,"$90,001 to $120,000","90-120k","professional","SA","married",3.06666666666667,"Q1",4.73333333333333,3.63636363636364
"Female",39,4,"$120,001 to $150,000",">120k","sales","WA","married",2.26666666666667,"Q1",2.93333333333333,3.5
"Male",39,4,"$150,001 to $180,000",">120k","manager or administrator","NSW","single",4.56666666666667,"Q4",4.93333333333333,3.42857142857143
"Female",19,NA,NA,NA,NA,"VIC","single",3.4,"Q2",3.13333333333333,2.375
"Female",59,8,"$30,001 to $60,000","30-60k","manager or administrator","SA","separated or divorced",3.1,"Q1",3.6,1.7
"Male",76,3,"$60,001 to $90,000","60-90k","retired","VIC","married",3.6,"Q2",4.13333333333333,1.9
"Female",36,3,"$120,001 to $150,000",">120k","Clerical or service worker","QLD","married",4.43333333333333,"Q4",3.53333333333333,2.36666666666667
"Female",55,2,"$30,001 to $60,000","30-60k","retired","SA","married",3.63333333333333,"Q2",3.66666666666667,2.8125
"Male",28,8,"$60,001 to $90,000","60-90k","professional","VIC","married",4.83333333333333,"Q4",4.2,3.20689655172414
"Female",33,7,NA,NA,"sales","VIC","single",4.4,"Q4",4.46666666666667,3.57142857142857
"Male",59,7,"$120,001 to $150,000",">120k",NA,"QLD","married",3.73333333333333,"Q2",3.2,2.34615384615385
"Male",41,7,"$150,001 to $180,000",">120k","professional","QLD","married",3.56666666666667,"Q2",2.93333333333333,2.66666666666667
"Male",62,8,"$90,001 to $120,000","90-120k","professional","QLD","married",3.2,"Q1",3.2,2.31034482758621
"Male",70,3,"$30,001 to $60,000","30-60k","retired","VIC","widowed",3.7,"Q2",3.53333333333333,3.77777777777778
"Male",64,1,"$30,001 to $60,000","30-60k","manager or administrator","QLD","living with a partner",4.76666666666667,"Q4",4.93333333333333,2.03333333333333
"Female",30,7,"$120,001 to $150,000",">120k","manager or administrator","WA","married",4.6,"Q4",4.4,3.85
"Male",48,2,"$60,001 to $90,000","60-90k","professional","VIC","married",3.96666666666667,"Q3",4.13333333333333,3.16666666666667
"Male",65,1,NA,NA,"retired","QLD","separated or divorced",4.06666666666667,"Q3",3.6,3.30434782608696
"Male",57,6,"$60,001 to $90,000","60-90k","tradesperson","NSW","married",3.36666666666667,"Q1",3.26666666666667,2.66666666666667
"Male",58,8,"$60,001 to $90,000","60-90k","professional","QLD","married",3.9,"Q3",3.4,3.07407407407407
"Female",36,7,"$90,001 to $120,000","90-120k","unemployed","WA","married",3.9,"Q3",3.53333333333333,3.33333333333333
"Female",56,6,"Less than $30,000","<30k","Clerical or service worker","NSW","single",3.66666666666667,"Q2",3.4,2.75
"Female",43,6,"$120,001 to $150,000",">120k","small business owner","NSW","married",2.93333333333333,"Q1",2.86666666666667,2.3
"Female",32,7,NA,NA,"professional","NSW","single",3.56666666666667,"Q2",4,2.27272727272727
"Male",34,8,"$60,001 to $90,000","60-90k","manager or administrator","QLD","married",3.4,"Q2",3,2.07142857142857
"Male",31,4,"$60,001 to $90,000","60-90k","manager or administrator","QLD","married",4.06666666666667,"Q3",4.33333333333333,3.23076923076923
"Male",69,6,"$60,001 to $90,000","60-90k","small business owner","NSW","married",4.26666666666667,"Q4",3.73333333333333,3.4
"Female",36,8,"$60,001 to $90,000","60-90k","professional","VIC","single",3.6,"Q2",2.73333333333333,2.42857142857143
"Female",41,8,"$30,001 to $60,000","30-60k","professional","VIC","separated or divorced",4.33333333333333,"Q4",4,2.875
"Female",48,7,"$30,001 to $60,000","30-60k","sales","QLD","married",3.66666666666667,"Q2",4.53333333333333,2
"Male",36,3,"$60,001 to $90,000","60-90k","sales","QLD","married",3.86666666666667,"Q3",4.33333333333333,3.04761904761905
"Male",59,1,"$30,001 to $60,000","30-60k","manager or administrator","SA","living with a partner",4.2,"Q3",3.13333333333333,3.53333333333333
"Female",56,7,"$180,001 to $210,000",">120k","Clerical or service worker","NSW","married",4.13333333333333,"Q3",3.13333333333333,3.18181818181818
"Female",19,1,"$30,001 to $60,000","30-60k",NA,"NSW","living with a partner",3.7,"Q2",4.53333333333333,2.95833333333333
"Male",36,4,"$90,001 to $120,000","90-120k","manager or administrator","NSW","married",4.23333333333333,"Q4",3,2.93333333333333
"Male",34,7,"$120,001 to $150,000",">120k","professional","QLD","married",3.96666666666667,"Q3",3.26666666666667,2.80952380952381
"Male",33,3,NA,NA,NA,"WA","living with a partner",4.16666666666667,"Q3",3.73333333333333,2.58333333333333
"Female",62,2,"Less than $30,000","<30k","unemployed","SA","separated or divorced",4.43333333333333,"Q4",3.73333333333333,2.96666666666667
"Male",57,8,"$90,001 to $120,000","90-120k","professional","NSW","separated or divorced",4.66666666666667,"Q4",3.4,3.84
"Male",40,7,NA,NA,"manager or administrator","SA","separated or divorced",4.2,"Q3",2.8,3.30434782608696
"Male",67,1,"Less than $30,000","<30k","retired","SA","living with a partner",3.1,"Q1",3.06666666666667,NA
"Male",27,7,"$90,001 to $120,000","90-120k","professional","NSW","living with a partner",4.1,"Q3",3.66666666666667,2.82758620689655
"Male",34,6,"$60,001 to $90,000","60-90k","manager or administrator","NSW","married",2.6,"Q1",3.73333333333333,2.47368421052632
"Male",59,7,"$60,001 to $90,000","60-90k","professional","VIC","married",3.4,"Q2",3.13333333333333,2.6875
"Male",33,8,"$90,001 to $120,000","90-120k","professional","NSW","married",3.2,"Q1",3.53333333333333,2
"Female",43,7,"$30,001 to $60,000","30-60k","professional","QLD","living with a partner",3.63333333333333,"Q2",3.2,1.82758620689655
"Female",55,8,"$90,001 to $120,000","90-120k","manager or administrator","QLD","married",4.9,"Q4",4.26666666666667,NA
"Female",21,7,"$30,001 to $60,000","30-60k","unemployed","QLD","single",3.66666666666667,"Q2",3.33333333333333,2.7037037037037
"Male",57,7,"$90,001 to $120,000","90-120k","professional","QLD","living with a partner",4,"Q3",3.4,3.21428571428571
"Male",53,6,"$60,001 to $90,000","60-90k","sales","NSW","married",4.43333333333333,"Q4",3.46666666666667,3.95
"Female",41,3,"$60,001 to $90,000","60-90k","home-duties","WA","married",3.3,"Q1",3.33333333333333,2.47619047619048
"Male",42,4,"$90,001 to $120,000","90-120k","professional","VIC","married",3.73333333333333,"Q2",4.4,2.7
"Male",63,6,"$30,001 to $60,000","30-60k","professional","VIC","married",4.33333333333333,"Q4",4.86666666666667,3.33333333333333
"Male",23,7,"Less than $30,000","<30k",NA,"NSW","single",2.96666666666667,"Q1",3.4,2.72727272727273
"Male",48,2,"$60,001 to $90,000","60-90k","manager or administrator","NSW","married",3.1,"Q1",3.46666666666667,2.36666666666667
"Female",30,2,"$120,001 to $150,000",">120k","Clerical or service worker","VIC","single",4.43333333333333,"Q4",4.53333333333333,3.06666666666667
"Female",29,8,"$30,001 to $60,000","30-60k","professional","WA","single",3.76666666666667,"Q2",3.6,2.33333333333333
"Male",28,7,"$90,001 to $120,000","90-120k","professional","QLD","living with a partner",3.7,"Q2",3.2,2.96153846153846
"Male",55,8,"$210,001 to $240,000",">120k","professional","NSW","married",3.73333333333333,"Q2",4.2,1.77777777777778
"Female",64,2,"Less than $30,000","<30k","retired","QLD","married",3.83333333333333,"Q3",3.4,3.6
"Female",47,7,"$60,001 to $90,000","60-90k","manager or administrator","SA","living with a partner",4.03333333333333,"Q3",4.73333333333333,2.3
"Female",33,4,"Less than $30,000","<30k","unemployed","WA","married",4.03333333333333,"Q3",3.86666666666667,4.28571428571429
"Male",21,3,"$60,001 to $90,000","60-90k","tradesperson","SA","living with a partner",3.6,"Q2",3.8,2.23333333333333
"Male",19,2,"Less than $30,000","<30k",NA,"QLD","living with a partner",3.26666666666667,"Q1",4.26666666666667,2.22222222222222
"Female",39,8,"$150,001 to $180,000",">120k","manager or administrator","ACT","single",3.8,"Q2",3.4,2.1
"Female",29,6,"$150,001 to $180,000",">120k","manager or administrator","NSW","living with a partner",2.6,"Q1",4.2,3.35714285714286
"Female",43,1,"Less than $30,000","<30k","home-duties","NSW","single",4.66666666666667,"Q4",3.13333333333333,2.63333333333333
"Male",35,7,"$180,001 to $210,000",">120k","professional","VIC","married",2.76666666666667,"Q1",2.4,1.6
"Male",29,7,"$150,001 to $180,000",">120k","professional","NSW","single",3.16666666666667,"Q1",2.93333333333333,2.24137931034483
"Female",46,1,"$90,001 to $120,000","90-120k","small business owner","QLD","married",3.43333333333333,"Q2",4.13333333333333,3.46153846153846
"Male",55,6,"$90,001 to $120,000","90-120k","transport worker","VIC","married",2.93333333333333,"Q1",3.26666666666667,3
"Male",34,8,"$60,001 to $90,000","60-90k","professional","QLD","married",3.03333333333333,"Q1",3.26666666666667,2.7
"Female",36,3,"$120,001 to $150,000",">120k","professional","VIC","married",3.3,"Q1",3.33333333333333,2.48275862068966
"Female",51,2,"$60,001 to $90,000","60-90k","home-duties","QLD","married",4.26666666666667,"Q4",4.66666666666667,3.25
"Female",26,8,"$60,001 to $90,000","60-90k","manager or administrator","QLD","married",3.63333333333333,"Q2",2.93333333333333,2.7
"Female",28,7,NA,NA,"Clerical or service worker","NSW","married",2.93333333333333,"Q1",4.06666666666667,2.33333333333333
"Male",55,1,"$30,001 to $60,000","30-60k","retired","QLD","living with a partner",4.63333333333333,"Q4",4.73333333333333,NA
"Female",35,3,"$30,001 to $60,000","30-60k","sales","SA","married",3.63333333333333,"Q2",3.13333333333333,NA
"Male",47,8,"$210,001 to $240,000",">120k","small business owner","VIC","living with a partner",4.23333333333333,"Q4",3.73333333333333,2.51724137931034
"Female",42,1,"Less than $30,000","<30k","Clerical or service worker","SA","separated or divorced",3.83333333333333,"Q3",3.73333333333333,3
"Female",61,7,"Less than $30,000","<30k","retired","NSW","married",3.93333333333333,"Q3",3.8,2.94117647058824
"Male",70,2,"$30,001 to $60,000","30-60k","manager or administrator","VIC","married",3.26666666666667,"Q1",3.8,1.68965517241379
"Female",62,6,"$60,001 to $90,000","60-90k","small business owner","VIC","married",3.9,"Q3",4.06666666666667,1.96551724137931
"Female",59,3,"$30,001 to $60,000","30-60k","Clerical or service worker","QLD","married",4.36666666666667,"Q4",3.93333333333333,3.66666666666667
"Male",60,3,"Less than $30,000","<30k","retired","NSW","single",4.1,"Q3",3.46666666666667,2.86666666666667
"Male",22,3,"$90,001 to $120,000","90-120k","professional","NSW","single",2.8,"Q1",2.73333333333333,2.06666666666667
"Male",64,6,"$60,001 to $90,000","60-90k","manager or administrator","VIC","married",4.7,"Q4",3.8,3.46428571428571
"Male",35,7,"Less than $30,000","<30k","professional","Tas","single",2.86666666666667,"Q1",3,2.16666666666667
"Male",64,7,"$30,001 to $60,000","30-60k","retired","NSW","married",3.8,"Q2",4.26666666666667,3.17647058823529
"Male",43,7,"Less than $30,000","<30k","professional","QLD","single",4.13333333333333,"Q3",4,3.46666666666667
"Male",45,3,"$60,001 to $90,000","60-90k","transport worker","QLD","married",4.03333333333333,"Q3",3.13333333333333,2.83333333333333
"Female",52,6,"more than $240,001",">120k","professional","VIC","married",4.56666666666667,"Q4",4.73333333333333,3.82142857142857
"Female",52,2,"$30,001 to $60,000","30-60k",NA,"NSW","married",3.93333333333333,"Q3",3.2,3.29411764705882
"Female",28,6,"$90,001 to $120,000","90-120k","manager or administrator","VIC","married",3.73333333333333,"Q2",3.46666666666667,2.23333333333333
"Male",64,3,"$30,001 to $60,000","30-60k","retired","VIC","married",3.73333333333333,"Q2",4.26666666666667,3.55555555555556
"Male",39,3,"Less than $30,000","<30k","tradesperson","WA","single",3.56666666666667,"Q2",3.66666666666667,2.63333333333333
"Male",41,1,"$30,001 to $60,000","30-60k","unemployed","VIC","married",3.86666666666667,"Q3",4.26666666666667,2.39285714285714
"Female",62,2,"Less than $30,000","<30k","retired","VIC","married",4.46666666666667,"Q4",4.4,NA
"Male",62,6,"$30,001 to $60,000","30-60k","retired","VIC","married",3.5,"Q2",3.13333333333333,2.83333333333333
"Male",38,7,"$60,001 to $90,000","60-90k","professional","NSW","single",4.46666666666667,"Q4",3.8,3
"Female",37,3,"$30,001 to $60,000","30-60k","Clerical or service worker","NSW","married",3.5,"Q2",3.6,2.89285714285714
"Male",33,6,"$30,001 to $60,000","30-60k","Clerical or service worker","QLD","separated or divorced",3.23333333333333,"Q1",3.93333333333333,2.77777777777778
"Female",41,4,"$60,001 to $90,000","60-90k","home-duties","NSW","married",2.56666666666667,"Q1",4.26666666666667,1.63333333333333
"Female",37,3,"$30,001 to $60,000","30-60k","unemployed","VIC","living with a partner",4.36666666666667,"Q4",4.86666666666667,4.22222222222222
"Female",64,2,"Less than $30,000","<30k","home-duties","VIC","married",4.1,"Q3",4.13333333333333,3.4
"Male",56,3,"$30,001 to $60,000","30-60k","manager or administrator","SA",NA,4.2,"Q3",4.2,3
"Female",50,4,"Less than $30,000","<30k","home-duties","VIC","single",4.06666666666667,"Q3",3.93333333333333,4.22222222222222
"Male",52,4,"$60,001 to $90,000","60-90k","professional","Tas","married",3.86666666666667,"Q3",4.66666666666667,3.2
"Female",34,8,"Less than $30,000","<30k","professional","QLD","separated or divorced",3.03333333333333,"Q1",3.46666666666667,1.90909090909091
"Female",62,2,"Less than $30,000","<30k","manager or administrator","WA","married",4.26666666666667,"Q4",4.33333333333333,2
"Male",19,3,"$60,001 to $90,000","60-90k","sales","QLD","single",4.83333333333333,"Q4",3.2,3.82758620689655
"Male",55,1,"Less than $30,000","<30k","manager or administrator","NSW","married",2.83333333333333,"Q1",3.13333333333333,3.2
"Male",35,7,"$150,001 to $180,000",">120k","manager or administrator","VIC","single",3,"Q1",3.6,1.93333333333333
"Female",46,6,"Less than $30,000","<30k","Clerical or service worker","NSW","separated or divorced",4.06666666666667,"Q3",3.2,2.8
"Male",62,2,"$150,001 to $180,000",">120k","tradesperson","NSW","married",4.36666666666667,"Q4",3.86666666666667,4.09090909090909
"Female",56,7,"$60,001 to $90,000","60-90k","professional","NT","separated or divorced",3.76666666666667,"Q2",3.4,3.5
"Female",22,7,"$60,001 to $90,000","60-90k","professional","VIC","single",3.53333333333333,"Q2",3.46666666666667,3.5625
"Female",67,4,"$60,001 to $90,000","60-90k","retired","SA","married",4.86666666666667,"Q4",3.66666666666667,3.71428571428571
"Male",29,7,"$60,001 to $90,000","60-90k","manager or administrator","NSW","single",3.4,"Q2",3.86666666666667,3.03333333333333
"Female",20,3,"$60,001 to $90,000","60-90k","manager or administrator","QLD","single",3.16666666666667,"Q1",2.8,1.75862068965517
"Male",53,2,"$30,001 to $60,000","30-60k","home-duties","SA","married",4.23333333333333,"Q4",4,2.69230769230769
"Female",31,3,"Less than $30,000","<30k","home-duties","Tas","married",1.33333333333333,"Q1",3.53333333333333,4.6
"Female",27,6,"more than $240,001",">120k","professional","WA","living with a partner",4.5,"Q4",4.4,3.62962962962963
